"Asset","time","price","period"
"Asset 2","2024-03-01",2.26744517551244,"Phase1"
"Asset 2","2024-04-01",2.35081870911815,"Phase1"
"Asset 2","2024-05-01",2.31037690034653,"Phase1"
"Asset 2","2024-06-01",2.26683458033928,"Phase1"
"Asset 2","2024-07-01",2.29985498364638,"Phase1"
"Asset 2","2024-08-01",2.29730934053476,"Phase1"
"Asset 2","2024-09-01",2.45673259747636,"Phase1"
"Asset 2","2024-10-01",2.6082737207587,"Phase1"
"Asset 2","2024-11-01",2.79436972884636,"Phase1"
"Asset 2","2024-12-01",2.77814600951597,"Phase1"
"Asset 2","2025-01-01",3.06911061874392,"Phase1"
"Asset 2","2025-02-01",3.19529018610432,"Phase1"
"Asset 2","2025-03-01",3.35698290841557,"Phase1"
"Asset 2","2025-04-01",3.1514433167889,"Phase1"
"Asset 2","2025-05-01",3.07374620342248,"Phase1"
"Asset 2","2025-06-01",3.07516606168358,"Phase1"
"Asset 2","2025-07-01",3.25365915456969,"Phase1"
"Asset 2","2025-08-01",2.90525841420352,"Phase1"
"Asset 2","2025-09-01",2.85178812347491,"Phase1"
"Asset 2","2025-10-01",2.80993975935952,"Phase1"
"Asset 2","2025-11-01",2.61992246339235,"Phase1"
"Asset 2","2025-12-01",2.83457210822201,"Phase1"
"Asset 3","2021-01-01",1.7842248003265,"Phase1"
"Asset 3","2021-02-01",1.83048443242116,"Phase1"
"Asset 3","2021-03-01",1.84763324663486,"Phase1"
"Asset 3","2021-04-01",1.91423983828277,"Phase1"
"Asset 3","2021-05-01",1.68559142116509,"Phase1"
"Asset 3","2021-06-01",1.62824483043181,"Phase1"
"Asset 3","2021-07-01",1.57434204372819,"Phase1"
"Asset 3","2021-08-01",1.62549008643354,"Phase1"
"Asset 3","2021-09-01",1.76393819519872,"Phase1"
"Asset 3","2021-10-01",1.79178749070981,"Phase1"
"Asset 3","2021-11-01",1.82130578842623,"Phase1"
"Asset 3","2021-12-01",1.84232228546216,"Phase1"
"Asset 3","2022-01-01",1.90725196418774,"Phase1"
"Asset 3","2022-02-01",2.03522891996155,"Phase1"
"Asset 3","2022-03-01",2.08534478652496,"Phase1"
"Asset 3","2022-04-01",2.01609431138643,"Phase1"
"Asset 3","2022-05-01",1.98142188654027,"Phase1"
"Asset 3","2022-06-01",2.09190422814763,"Phase1"
"Asset 3","2022-07-01",2.23406851167773,"Phase1"
"Asset 3","2022-08-01",2.3250773222207,"Phase1"
"Asset 3","2022-09-01",2.4710645438637,"Phase1"
"Asset 3","2022-10-01",2.51294617402991,"Phase1"
"Asset 3","2022-11-01",2.64460653556926,"Phase1"
"Asset 3","2022-12-01",2.82513677783259,"Phase1"
"Asset 3","2023-01-01",2.91063046234442,"Phase1"
"Asset 3","2023-02-01",2.83128359507726,"Phase1"
"Asset 3","2023-03-01",2.81017752700368,"Phase1"
"Asset 3","2023-04-01",2.98785734581993,"Phase1"
"Asset 3","2023-05-01",2.93069976869711,"Phase1"
"Asset 3","2023-06-01",2.63602484407811,"Phase1"
"Asset 3","2023-07-01",2.69680776307265,"Phase1"
"Asset 3","2023-08-01",2.77718381589517,"Phase1"
"Asset 3","2023-09-01",2.86252324716367,"Phase1"
"Asset 3","2023-10-01",2.85727247217618,"Phase1"
"Asset 3","2023-11-01",2.96254543948748,"Phase1"
"Asset 3","2023-12-01",2.99400143354024,"Phase1"
"Asset 3","2024-01-01",2.91047470575309,"Phase1"
"Asset 3","2024-02-01",3.02789436542648,"Phase1"
"Asset 3","2024-03-01",3.02280205464483,"Phase1"
"Asset 3","2024-04-01",3.20139710204857,"Phase1"
"Asset 3","2024-05-01",3.40783160979195,"Phase1"
"Asset 3","2024-06-01",3.70186638842059,"Phase1"
"Asset 3","2024-07-01",4.03374607364997,"Phase1"
"Asset 3","2024-08-01",3.83003066324627,"Phase1"
"Asset 3","2024-09-01",3.96511117705598,"Phase1"
"Asset 3","2024-10-01",4.22997720267944,"Phase1"
"Asset 3","2024-11-01",4.06177324342295,"Phase1"
"Asset 3","2024-12-01",4.0177668987213,"Phase1"
"Asset 3","2025-01-01",3.65544632419137,"Phase1"
"Asset 3","2025-02-01",3.56523158607997,"Phase1"
"Asset 3","2025-03-01",3.48424344036069,"Phase1"
"Asset 3","2025-04-01",3.74890908328301,"Phase1"
"Asset 3","2025-05-01",3.89698799783146,"Phase1"
"Asset 3","2025-06-01",3.71006551398779,"Phase1"
"Asset 3","2025-07-01",3.31214778864372,"Phase1"
"Asset 3","2025-08-01",3.24450772056802,"Phase1"
"Asset 3","2025-09-01",3.05251941758501,"Phase1"
"Asset 3","2025-10-01",2.53580245702446,"Phase1"
"Asset 3","2025-11-01",2.26622419165143,"Phase1"
"Asset 3","2025-12-01",2.35264690537673,"Phase1"
"Asset 4","2021-01-01",2.05154269313561,"Phase1"
"Asset 4","2021-02-01",2.07394982313473,"Phase1"
"Asset 4","2021-03-01",2.19692085313478,"Phase1"
"Asset 4","2021-04-01",2.19744080363549,"Phase1"
"Asset 4","2021-05-01",2.40821573786176,"Phase1"
"Asset 4","2021-06-01",2.27369278254234,"Phase1"
"Asset 4","2021-07-01",2.43829796927142,"Phase1"
"Asset 4","2021-08-01",2.68495466504316,"Phase1"
"Asset 4","2021-09-01",2.74669422899511,"Phase1"
"Asset 4","2021-10-01",3.1858691814444,"Phase1"
"Asset 4","2021-11-01",2.89817029418799,"Phase1"
"Asset 4","2021-12-01",2.58009589867997,"Phase1"
"Asset 4","2022-01-01",2.8005859842143,"Phase1"
"Asset 4","2022-02-01",2.87903296869296,"Phase1"
"Asset 4","2022-03-01",3.24006327324911,"Phase1"
"Asset 4","2022-04-01",3.16784546873042,"Phase1"
"Asset 4","2022-05-01",2.97977813464539,"Phase1"
"Asset 4","2022-06-01",3.36954512839469,"Phase1"
"Asset 4","2022-07-01",3.52759507294906,"Phase1"
"Asset 4","2022-08-01",3.88574607697347,"Phase1"
"Asset 4","2022-09-01",3.92170931993941,"Phase1"
"Asset 4","2022-10-01",3.72279359005023,"Phase1"
"Asset 4","2022-11-01",3.48735350394642,"Phase1"
"Asset 4","2022-12-01",3.55249370736096,"Phase1"
"Asset 4","2023-01-01",3.91563023200191,"Phase1"
"Asset 4","2023-02-01",3.68518611765002,"Phase1"
"Asset 4","2023-03-01",3.74821916953506,"Phase1"
"Asset 4","2023-04-01",4.15233701330581,"Phase1"
"Asset 4","2023-05-01",4.23607336217956,"Phase1"
"Asset 4","2023-06-01",4.24246048139853,"Phase1"
"Asset 4","2023-07-01",4.44935736854694,"Phase1"
"Asset 4","2023-08-01",4.36755820845856,"Phase1"
"Asset 4","2023-09-01",3.81475723511122,"Phase1"
"Asset 4","2023-10-01",3.5214770281142,"Phase1"
"Asset 4","2023-11-01",3.53279717770868,"Phase1"
"Asset 4","2023-12-01",3.70479550346807,"Phase1"
"Asset 4","2024-01-01",3.25915991845195,"Phase1"
"Asset 4","2024-02-01",3.54454361207971,"Phase1"
"Asset 4","2024-03-01",3.61407666717401,"Phase1"
"Asset 4","2024-04-01",3.82546041616838,"Phase1"
"Asset 4","2024-05-01",3.7942206083799,"Phase1"
"Asset 4","2024-06-01",4.03546087174406,"Phase1"
"Asset 4","2024-07-01",4.43181171057277,"Phase1"
"Asset 4","2024-08-01",4.32648211890228,"Phase1"
"Asset 4","2024-09-01",4.77844635506489,"Phase1"
"Asset 4","2024-10-01",5.13027359795348,"Phase1"
"Asset 4","2024-11-01",5.66684889693739,"Phase1"
"Asset 4","2024-12-01",5.48236067926333,"Phase1"
"Asset 4","2025-01-01",5.55910524937074,"Phase1"
"Asset 4","2025-02-01",5.70353982300885,"Phase1"
"Asset 4","2025-03-01",6.3055489117436,"Phase1"
"Asset 4","2025-04-01",6.73167032680307,"Phase1"
"Asset 4","2025-05-01",7.49806380337354,"Phase1"
"Asset 4","2025-06-01",8.00526189906721,"Phase1"
"Asset 4","2025-07-01",7.97482116066187,"Phase1"
"Asset 4","2025-08-01",6.97597407774399,"Phase1"
"Asset 4","2025-09-01",6.22544162367171,"Phase1"
"Asset 4","2025-10-01",4.58076391127565,"Phase1"
"Asset 4","2025-11-01",3.42678029683153,"Phase1"
"Asset 4","2025-12-01",2.45885064469135,"Phase1"
"Asset 5","2021-01-01",1.17559237587927,"Phase1"
"Asset 5","2021-02-01",1.18684345100635,"Phase1"
"Asset 5","2021-03-01",1.16672833468908,"Phase1"
"Asset 5","2021-04-01",1.17617478988305,"Phase1"
"Asset 5","2021-05-01",1.14472537975612,"Phase1"
"Asset 5","2021-06-01",1.17584114815549,"Phase1"
"Asset 5","2021-07-01",1.14790711815038,"Phase1"
"Asset 5","2021-08-01",1.13035222487626,"Phase1"
"Asset 5","2021-09-01",1.16016583692786,"Phase1"
"Asset 5","2021-10-01",1.16059339730953,"Phase1"
"Asset 5","2021-11-01",1.21339772486904,"Phase1"
"Asset 5","2021-12-01",1.24482102878984,"Phase1"
"Asset 5","2022-01-01",1.22634240433752,"Phase1"
"Asset 5","2022-02-01",1.24525419978164,"Phase1"
"Asset 5","2022-03-01",1.2403452128857,"Phase1"
"Asset 5","2022-04-01",1.20871617863147,"Phase1"
"Asset 5","2022-05-01",1.22309098981174,"Phase1"
"Asset 5","2022-06-01",1.24798041536497,"Phase1"
"Asset 5","2022-07-01",1.26872432404522,"Phase1"
"Asset 5","2022-08-01",1.27083464729152,"Phase1"
"Asset 5","2022-09-01",1.27254197899438,"Phase1"
"Asset 5","2022-10-01",1.23730019907746,"Phase1"
"Asset 5","2022-11-01",1.28443141319771,"Phase1"
"Asset 5","2022-12-01",1.31007434147426,"Phase1"
"Asset 5","2023-01-01",1.32735822676956,"Phase1"
"Asset 5","2023-02-01",1.32520199936811,"Phase1"
"Asset 5","2023-03-01",1.34294149402824,"Phase1"
"Asset 5","2023-04-01",1.35169263663266,"Phase1"
"Asset 5","2023-05-01",1.33907881060538,"Phase1"
"Asset 5","2023-06-01",1.30083195998969,"Phase1"
"Asset 5","2023-07-01",1.30816704845583,"Phase1"
"Asset 5","2023-08-01",1.33610581768151,"Phase1"
"Asset 5","2023-09-01",1.36786287139598,"Phase1"
"Asset 5","2023-10-01",1.41523280538068,"Phase1"
"Asset 5","2023-11-01",1.44145095465737,"Phase1"
"Asset 5","2023-12-01",1.47029300956728,"Phase1"
"Asset 5","2024-01-01",1.47832841374029,"Phase1"
"Asset 5","2024-02-01",1.49974697334987,"Phase1"
"Asset 5","2024-03-01",1.46046470436231,"Phase1"
"Asset 5","2024-04-01",1.51930951900987,"Phase1"
"Asset 5","2024-05-01",1.56861233339662,"Phase1"
"Asset 5","2024-06-01",1.57209255875551,"Phase1"
"Asset 5","2024-07-01",1.57854419198391,"Phase1"
"Asset 5","2024-08-01",1.50994276827538,"Phase1"
"Asset 5","2024-09-01",1.55405858294578,"Phase1"
"Asset 5","2024-10-01",1.59821903065838,"Phase1"
"Asset 5","2024-11-01",1.51904454362116,"Phase1"
"Asset 5","2024-12-01",1.53548520788301,"Phase1"
"Asset 5","2025-01-01",1.43120456836832,"Phase1"
"Asset 5","2025-02-01",1.40640457604385,"Phase1"
"Asset 5","2025-03-01",1.36703242464893,"Phase1"
"Asset 5","2025-04-01",1.42259437056188,"Phase1"
"Asset 5","2025-05-01",1.45658847082329,"Phase1"
"Asset 5","2025-06-01",1.39226494096477,"Phase1"
"Asset 5","2025-07-01",1.30514830150215,"Phase1"
"Asset 5","2025-08-01",1.3302126850883,"Phase1"
"Asset 5","2025-09-01",1.2633118629067,"Phase1"
"Asset 5","2025-10-01",1.00564885106066,"Phase1"
"Asset 5","2025-11-01",0.916626641718571,"Phase1"
"Asset 5","2025-12-01",0.910939551180827,"Phase1"
"Asset 6","2021-01-01",1.046793519621,"Phase1"
"Asset 6","2021-02-01",1.04915639822694,"Phase1"
"Asset 6","2021-03-01",1.05379957792457,"Phase1"
"Asset 6","2021-04-01",1.04668928366835,"Phase1"
"Asset 6","2021-05-01",1.04132594137809,"Phase1"
"Asset 6","2021-06-01",1.03998834214967,"Phase1"
"Asset 6","2021-07-01",1.04548017811266,"Phase1"
"Asset 6","2021-08-01",1.05069222767775,"Phase1"
"Asset 6","2021-09-01",1.05288064407851,"Phase1"
"Asset 6","2021-10-01",1.05432667802353,"Phase1"
"Asset 6","2021-11-01",1.05173586830842,"Phase1"
"Asset 6","2021-12-01",1.05195976730713,"Phase1"
"Asset 6","2022-01-01",1.05133135316643,"Phase1"
"Asset 6","2022-02-01",1.0512532573995,"Phase1"
"Asset 6","2022-03-01",1.04844114922772,"Phase1"
"Asset 6","2022-04-01",1.05294784981225,"Phase1"
"Asset 6","2022-05-01",1.05651289518269,"Phase1"
"Asset 6","2022-06-01",1.05981500800627,"Phase1"
"Asset 6","2022-07-01",1.05853962393024,"Phase1"
"Asset 6","2022-08-01",1.05879903576571,"Phase1"
"Asset 6","2022-09-01",1.06382048126018,"Phase1"
"Asset 6","2022-10-01",1.06119014390415,"Phase1"
"Asset 6","2022-11-01",1.06225298042207,"Phase1"
"Asset 6","2022-12-01",1.06630463942675,"Phase1"
"Asset 6","2023-01-01",1.07053116153346,"Phase1"
"Asset 6","2023-02-01",1.06915787249584,"Phase1"
"Asset 6","2023-03-01",1.07163532421411,"Phase1"
"Asset 6","2023-04-01",1.07315303996665,"Phase1"
"Asset 6","2023-05-01",1.07568761838287,"Phase1"
"Asset 6","2023-06-01",1.07766434527324,"Phase1"
"Asset 6","2023-07-01",1.08171348650875,"Phase1"
"Asset 6","2023-08-01",1.08996866729159,"Phase1"
"Asset 6","2023-09-01",1.09673386343162,"Phase1"
"Asset 6","2023-10-01",1.10033776721164,"Phase1"
"Asset 6","2023-11-01",1.10514229106,"Phase1"
"Asset 6","2023-12-01",1.11021309194552,"Phase1"
"Asset 6","2024-01-01",1.1105321118478,"Phase1"
"Asset 6","2024-02-01",1.11492761423209,"Phase1"
"Asset 6","2024-03-01",1.12346694521358,"Phase1"
"Asset 6","2024-04-01",1.12566053922531,"Phase1"
"Asset 6","2024-05-01",1.12787581965818,"Phase1"
"Asset 6","2024-06-01",1.12847571589421,"Phase1"
"Asset 6","2024-07-01",1.13600601106373,"Phase1"
"Asset 6","2024-08-01",1.14930090248228,"Phase1"
"Asset 6","2024-09-01",1.15936939055609,"Phase1"
"Asset 6","2024-10-01",1.16421523292185,"Phase1"
"Asset 6","2024-11-01",1.18031783143377,"Phase1"
"Asset 6","2024-12-01",1.18798158118628,"Phase1"
"Asset 6","2025-01-01",1.20367907875986,"Phase1"
"Asset 6","2025-02-01",1.21594414783084,"Phase1"
"Asset 6","2025-03-01",1.22523471298671,"Phase1"
"Asset 6","2025-04-01",1.21913087378261,"Phase1"
"Asset 6","2025-05-01",1.21411058709384,"Phase1"
"Asset 6","2025-06-01",1.21043825000566,"Phase1"
"Asset 6","2025-07-01",1.21751949130697,"Phase1"
"Asset 6","2025-08-01",1.22352860328092,"Phase1"
"Asset 6","2025-09-01",1.23297549928197,"Phase1"
"Asset 6","2025-10-01",1.24549388885317,"Phase1"
"Asset 6","2025-11-01",1.25710866810443,"Phase1"
"Asset 6","2025-12-01",1.2672256830447,"Phase1"
"Asset 7","2021-01-01",1.44426713090575,"Phase1"
"Asset 7","2021-02-01",1.45601818269742,"Phase1"
"Asset 7","2021-03-01",1.4677692344891,"Phase1"
"Asset 7","2021-04-01",1.47952028628077,"Phase1"
"Asset 7","2021-05-01",1.49833164079501,"Phase1"
"Asset 7","2021-06-01",1.51714299530925,"Phase1"
"Asset 7","2021-07-01",1.53595434982349,"Phase1"
"Asset 7","2021-08-01",1.54688331157213,"Phase1"
"Asset 7","2021-09-01",1.55781227332076,"Phase1"
"Asset 7","2021-10-01",1.56874123506939,"Phase1"
"Asset 7","2021-11-01",1.5807501974628,"Phase1"
"Asset 7","2021-12-01",1.59275915985621,"Phase1"
"Asset 7","2022-01-01",1.60476812224963,"Phase1"
"Asset 7","2022-02-01",1.62185469961475,"Phase1"
"Asset 7","2022-03-01",1.63894127697987,"Phase1"
"Asset 7","2022-04-01",1.65602785434499,"Phase1"
"Asset 7","2022-05-01",1.67269532698228,"Phase1"
"Asset 7","2022-06-01",1.68936279961958,"Phase1"
"Asset 7","2022-07-01",1.70603027225688,"Phase1"
"Asset 7","2022-08-01",1.71890968293115,"Phase1"
"Asset 7","2022-09-01",1.73178909360543,"Phase1"
"Asset 7","2022-10-01",1.7446685042797,"Phase1"
"Asset 7","2022-11-01",1.75387268887922,"Phase1"
"Asset 7","2022-12-01",1.76307687347873,"Phase1"
"Asset 7","2023-01-01",1.77228105807824,"Phase1"
"Asset 7","2023-02-01",1.77832583780647,"Phase1"
"Asset 7","2023-03-01",1.7843706175347,"Phase1"
"Asset 7","2023-04-01",1.79041539726292,"Phase1"
"Asset 7","2023-05-01",1.79531569869594,"Phase1"
"Asset 7","2023-06-01",1.80021600012896,"Phase1"
"Asset 7","2023-07-01",1.80511630156197,"Phase1"
"Asset 7","2023-08-01",1.81129003659107,"Phase1"
"Asset 7","2023-09-01",1.81746377162016,"Phase1"
"Asset 7","2023-10-01",1.82363750664926,"Phase1"
"Asset 7","2023-11-01",1.82591034382707,"Phase1"
"Asset 7","2023-12-01",1.82818318100488,"Phase1"
"Asset 7","2024-01-01",1.8304560181827,"Phase1"
"Asset 7","2024-02-01",1.83003691345487,"Phase1"
"Asset 7","2024-03-01",1.82961780872705,"Phase1"
"Asset 7","2024-04-01",1.82919870399923,"Phase1"
"Asset 7","2024-05-01",1.82234795364057,"Phase1"
"Asset 7","2024-06-01",1.81549720328191,"Phase1"
"Asset 7","2024-07-01",1.80864645292326,"Phase1"
"Asset 7","2024-08-01",1.80674436223544,"Phase1"
"Asset 7","2024-09-01",1.80484227154762,"Phase1"
"Asset 7","2024-10-01",1.80294018085981,"Phase1"
"Asset 7","2024-11-01",1.79855570063027,"Phase1"
"Asset 7","2024-12-01",1.79417122040073,"Phase1"
"Asset 7","2025-01-01",1.78978674017119,"Phase1"
"Asset 7","2025-02-01",1.77468285055693,"Phase1"
"Asset 7","2025-03-01",1.75957896094266,"Phase1"
"Asset 7","2025-04-01",1.7444750713284,"Phase1"
"Asset 7","2025-05-01",1.72614729919242,"Phase1"
"Asset 7","2025-06-01",1.70781952705643,"Phase1"
"Asset 7","2025-07-01",1.68949175492045,"Phase1"
"Asset 7","2025-08-01",1.68426906523526,"Phase1"
"Asset 7","2025-09-01",1.67904637555008,"Phase1"
"Asset 7","2025-10-01",1.67382368586489,"Phase1"
"Asset 7","2025-11-01",1.63831261988813,"Phase1"
"Asset 7","2025-12-01",1.60280155391138,"Phase1"
"Asset 8","2021-01-01",1.13895987591556,"Phase1"
"Asset 8","2021-02-01",1.15393639840772,"Phase1"
"Asset 8","2021-03-01",1.19052401589029,"Phase1"
"Asset 8","2021-04-01",1.12894936151603,"Phase1"
"Asset 8","2021-05-01",1.0939984432599,"Phase1"
"Asset 8","2021-06-01",1.1009286018291,"Phase1"
"Asset 8","2021-07-01",1.13429737428256,"Phase1"
"Asset 8","2021-08-01",1.1632920085819,"Phase1"
"Asset 8","2021-09-01",1.19321428988382,"Phase1"
"Asset 8","2021-10-01",1.20531348876206,"Phase1"
"Asset 8","2021-11-01",1.20353280182752,"Phase1"
"Asset 8","2021-12-01",1.21261381050492,"Phase1"
"Asset 8","2022-01-01",1.23840213726049,"Phase1"
"Asset 8","2022-02-01",1.27082839776028,"Phase1"
"Asset 8","2022-03-01",1.23332583812487,"Phase1"
"Asset 8","2022-04-01",1.26068960094958,"Phase1"
"Asset 8","2022-05-01",1.29685675103396,"Phase1"
"Asset 8","2022-06-01",1.33766134250978,"Phase1"
"Asset 8","2022-07-01",1.32126886764601,"Phase1"
"Asset 8","2022-08-01",1.31736417499727,"Phase1"
"Asset 8","2022-09-01",1.320874273735,"Phase1"
"Asset 8","2022-10-01",1.28972260801013,"Phase1"
"Asset 8","2022-11-01",1.28000747862557,"Phase1"
"Asset 8","2022-12-01",1.30028030307059,"Phase1"
"Asset 8","2023-01-01",1.31930064787307,"Phase1"
"Asset 8","2023-02-01",1.31099185660486,"Phase1"
"Asset 8","2023-03-01",1.28535079589089,"Phase1"
"Asset 8","2023-04-01",1.23858182690403,"Phase1"
"Asset 8","2023-05-01",1.22430616067294,"Phase1"
"Asset 8","2023-06-01",1.23930038848446,"Phase1"
"Asset 8","2023-07-01",1.25050480706196,"Phase1"
"Asset 8","2023-08-01",1.28109553141441,"Phase1"
"Asset 8","2023-09-01",1.31191351313487,"Phase1"
"Asset 8","2023-10-01",1.31603536073596,"Phase1"
"Asset 8","2023-11-01",1.34772868445671,"Phase1"
"Asset 8","2023-12-01",1.35399438752055,"Phase1"
"Asset 8","2024-01-01",1.32923155223097,"Phase1"
"Asset 8","2024-02-01",1.3369656106851,"Phase1"
"Asset 8","2024-03-01",1.36110329775614,"Phase1"
"Asset 8","2024-04-01",1.34199829834985,"Phase1"
"Asset 8","2024-05-01",1.34120577705452,"Phase1"
"Asset 8","2024-06-01",1.29327665898921,"Phase1"
"Asset 8","2024-07-01",1.31715939205164,"Phase1"
"Asset 8","2024-08-01",1.35222239870267,"Phase1"
"Asset 8","2024-09-01",1.38710250205191,"Phase1"
"Asset 8","2024-10-01",1.3937198488415,"Phase1"
"Asset 8","2024-11-01",1.45011873494725,"Phase1"
"Asset 8","2024-12-01",1.45358926399448,"Phase1"
"Asset 8","2025-01-01",1.50136219834288,"Phase1"
"Asset 8","2025-02-01",1.47241867456403,"Phase1"
"Asset 8","2025-03-01",1.5045485744812,"Phase1"
"Asset 8","2025-04-01",1.49880639979057,"Phase1"
"Asset 8","2025-05-01",1.47008505131236,"Phase1"
"Asset 8","2025-06-01",1.45320842476085,"Phase1"
"Asset 8","2025-07-01",1.48132714341972,"Phase1"
"Asset 8","2025-08-01",1.50192719930956,"Phase1"
"Asset 8","2025-09-01",1.5568206611164,"Phase1"
"Asset 8","2025-10-01",1.56608518829345,"Phase1"
"Asset 8","2025-11-01",1.6057800026921,"Phase1"
"Asset 8","2025-12-01",1.90992677889536,"Phase1"
"Asset 9","2021-01-01",0.693109002518597,"Phase1"
"Asset 9","2021-02-01",0.683846775610613,"Phase1"
